id,brand,title,description,price,cluster_id,pricecurrency,page_url
3731,,"RAM 6\"" Arm for 2 1/4\"" Ball",RAM-D-201U,62.49,2432,,
3732,,Sony Alpha a6100 Mirrorless Digital Camera with E-Mount 16-50mm Lens,"The Sony Alpha 6100 Mirrorless Digital Camera includes a 24.2MP2Exmor™ CMOS image sensor, the latest BIONZ X™ image processor and a front-end LSIasimplemented in Sony’s full-frame cameras, which combine to deliver all-round enhancements in image quality and performance across all areas of photo and video capture. 16-50mm Lens The versatile...",849.99,2432,,
3733,TAG Heuer,TAG Heuer Monaco CAW2111.FC6183,Find Authentic TAG Heuer Monaco CAW2111.FC6183 with TAG Heuer Warranty at lowest prices. Fast & FREE Shipping. 14-day Return Policy. Tax Free & Worldwide Delivery. Lowest Prices on all watches and brands. (Model CAW2111.FC6183),4399,2432,,
3734,Canon,Canon RF 85mm F/1.2L USM,See the best price for Canon RF 85mm F/1.2L USM,2132.46,2432,,
3735,,2012 SRAM Red XG-1090 10-Speed X-Dome 11-23 Cassette,,295.00,2432,,
3736,,WS-C3850-12S-E - 12 Port Switch,"The Cisco Catalyst 3850 Series are ideal to provide convergency between wired and wireless elements. They also have StackWise-480 technology to for this convergence.The Cisco Catalyst 3850 Series support IEEE 802.3 at Power over Ethernet Plus (PoE+) and Cisco UPOE.Key Features : Wireless control up to 40G capacity Supports 100 Access Points, 2000 Wireless clients on each switch 100 Mbps, 1 Gbps, 2.5 Gbps, 5 Gbps, and 10 Gbps, UPOE and PoE+ Dual, modular power supplies and three modular fans 30W power on PoE+ and 60W power on UPOE IPv4 and IPv6 support, multicast routing, modular Quality of Service, Flexible NetFlow",3003.00,2432,,
3737,,Crystal Series 570X RGB ATX Mid-Tower Case — White,"SpecificationCase Dimensions480mm (L) x 234mm (W) x 512mm (H)Maximum GPU Length370mmMaximum PSU Length225mmMaximum CPU Cooler Height170mmCase Expansion Slots7Case Drive Bays(x2) 3.5in (x2) 2.5inCase Form FactorMid-TowerCase WindowedTempered GlassCase WarrantyTwo yearsiCUE enabledNoCase MaterialSteelRadiator Compatibility120mm; 240mm; 360mmCompatible Corsair Liquid CoolersH55, H60, H75, H80i, H90, H100i, H105, H110Case Power SupplyATX (not included)LightingRGBCase Drive Bays 3.5\""2Case Drive Bays 2.5\""2PACKAGE CONTENTS:- Crystal Series 570X RGB ATX Mid-Tower Case- Accessory kit- Quick start guide",7.3E2,2432,,
3738,,Gardeon 5pc Sofa Set with Storage Cover Outdoor Furniture Wicker,"Gardeon 5 Piece Outdoor Furniture Set Wicker Sofa LoungeLeisure come easy with our Gardeon Outdoor Furniture Set. Our outdoor set promises luxurious and spacious comfort matched with long-term durability and robust use in any weather condition. With its UV-resistant PE wicker handiwork and heavy-duty aluminium frame, the stylish outdoor set is made to last. The table also comes with a 5mm thick tempered glass top for safety while a corner table (where applicable) add a handy convenience. Not least, the seat covers can be removed for washing and the set also include a waterproof storage cover.Features* Perfect for indoor and outdoor* Heavy-duty aluminium frame* Premium UV-resistant PE wicker* 5mm thick tempered glass top* 8cm thick high density foam seat cushions* Waterproof, UV resistant and tear-proof cushion covers* Removable cushion covers for washing* Bonus Waterproof Storage Cover* Simple assembly requiredSpecifications* Frame colour: Black* Seat & back cushion colour: Beige* Throw cushion colour: Lime Green* General dimensions:* Table dimensions: 71cm x 71cm x 30cm* Single sofa dimensions: 64cm x 75cm x 60cm* Corner sofa dimensions: 75cm x 75cm x 60cm* Ottoman dimensions:75cm x 75cm x 27cm* See gallery for further dimensions* Note: Simply assembly is requiredPackage Content1 x Single Sofa with Cushions2 x Corner Sofa with Cushions1 x Table with tempered glass top1 x Ottoman with cushion2 x Throw Pillow1 x Waterproof storage cover",2026.11,2432,,
3739,,Fujifilm XF 50-140mm F2.8R LM OIS WR Lens,"A telephoto zoom designed for use in trying conditions, theFUJIFILM XF 50-140mm f/2.8 R LM OIS WRis a weather-sealed lens spanning the popular 76-213mm equivalent focal length range and featuring a constant f/2.8 maximum aperture. Built for FUJIFILM X-mount mirrorless digital cameras, this fast zoom further distinguishes itself with a sophisticated design, highly effective optical image stabilization system, and a Triple Linear Motor AF system for refined focusing performance.In regards to the optical design, this lens incorporates five extra-low dispersion elements and one Super ED element, which reduce chromatic aberrations and color fringing for increased clarity and color accuracy. Additionally, a Nano-GI coating has also been applied to elements to alter the refractive index between elements, to minimize surface reflections, and to prevent lens flare and ghosting. Additionally a rounded seven-blade diaphragm contributes to a pleasing bokeh quality when working with selective focus techniques.Flexible telephoto zoom is designed for APS-C-format Fujifilm X-mount mirrorless cameras and offers a 76-213mm equivalent focal length range.Constant f/2.8 maximum aperture offers consistent performance throughout the zoom range and excels when working in difficult lighting conditions.Five extra-low dispersion elements and one Super ED element are used to greatly reduce color fringing and chromatic aberrations in order to produce high clarity and color fidelity throughout the zoom range.Nano-GI (Gradient Index) coating has been applied to lens elements and alters the refractive index between the glass and air in order to better suppress lens flare and ghosting for diagonal incident light.An HT-EBC (High Transmittance Electron Beam Coating) coating has been applied to the entire surface of each element for controlling ghosting and flare for greater contrast and color accuracy.A Triple Linear Motor autofocus system delivers smooth, near-silent performance that is especially beneficial to video applications and when working in noise-sensitive areas.Complemented by an enhanced gyro sensor and unique series of algorithms, the optical stabilization system minimizes the appearance of camera shake to enable sharper imaging when working with longer focal lengths or slower shutter speeds.The lens body incorporates 20 distinct weather seals to protect against dust and moisture, and to enable worry-free use in inclement conditions and freezing temperatures as low as 14°F.Rounded seven-blade diaphragm contribute to a pleasing out-of-focus quality to benefit the use of selective focus and shallow depth of field techniques.A tripod collar is included for well-balanced mounting and shooting when working from a tripod or monopod.Compatible with optional XF 1.4x TC WR and XF 2x TC WR teleconverters.In the Box","1,599.00",2432,,
3740,,Tissot Everytime Two-Tone Ladies Watch T1092102203100,"Swiss-made Tissot’s commitment to technical perfection makes them one of the world's most innovative watch brands. This minimal and elegant Everytime ladies watch is designed to be worn with any outfit, for any occasion. Designed in stainless steel and gold PVD, the sleek bracelet and 30mm round case showcase a pared-back and sophisticated silver dial. Ref: T1092102203100Product InformationBrand: TissotMovement: Swiss QuartzCase Material: Stainless Steel and Gold PVD Case Size: 30mmType of Strap: Stainless Steel and Gold PVD braceletGlass Material: Sapphire CrystalDial: SilverWater Resistant: 30mGender: Ladies",275.0,2432,,
3741,,"WD Blue 1TB 2.5"" SATA Internal Solid State Drive SSD 550MB/s HDD | Discount Computer Needs","View and shop for WD Blue 1TB 2.5"" SATA Internal Solid State Drive SSD 550MB/s HDD, Solid State Drives, and many more products at Discount Computer Needs.",209.95,2432,,
3742,,High Density Foam Pocket Spring Mattress 21cm Single,"High Density Foam Pocket Spring Mattress 21cm SinglePamper you and your partner with Giselle Bedding mattresses that will give you a soothing sleep night after night. Incorporating the cutting-edge technology, the lavish construction addresses all elements that will offer you a comfortable and luxurious experience - soft quilting layer, high density foam and hypo-allergenic material. An absolute five star luxury providing you with an undisturbed sleep all night long.Pocket Spring vs Bonnell SpringPocket Springs follow the natural contours of your body for sublime comfort, reduces deformation and responds precisely to your every movement. Conversely, conventional Bonnell Springs are only connected together by wires, hence, the springs will move in relation to a single pressure point which causes the mattress to be unbalanced everytime you turn over. Pocket spring mattresses conform to your natural body shape and distributes pressure on your body more evenly, resulting in a more comfortable and restful sleep.CARE INSTRUCTIONSDO NOT MACHINE WASHDO NOT BLEACHDO NOT IRONDO NOT DRYCLEANDO NOT SATURATE WITH WATER OR OTHER CLEANING LIQUIDSTREAT SPILLS WITH A CLOTH AND DRY WITH BLOW DRYERMAY BE SPOT CLEANED WITH WATER OR SOAPROTATE MATTRESS REGULARLYVACUUM USING LOW SUCTIONFeaturesGiselle bedding - Independent pocket spring mattress21cm thicknessSoft quilting layer to optimise comfortHypo-allergenic material - dust mite & mould resistantNo turn technology - no need to turn the mattress!Size: SingleFirmness: 5.0 / mediumNumber of coils: 660Dimensions: 190 x 91 x 21cmVacuum packaging: item will expand to its normal shape within 1 day after unpackagingPackage Contents1 x Pocket Spring Mattress",134.75,2432,,
3743,,Brother HL-L2375DW laser printer 2400 x 600 DPI A4 Wi-Fi,,0.00,2432,,
3744,,Daniel Wellington St Mawes Petite DW00100187,,119.20,2432,,
3745,,Shimano CN-HG901 CHAIN 11-SPD ROAD/MTB w/QUICK LINK SIL-TEC DURA-ACE / XTR grade,Shimano's top level 11-speed chain for road and MTB riders that want the best drivetrain performance possible.Compatible with both Dura-Ace and XTR groupsets.Includes 1 x quick-link for easy chain removal and installation.Comes with 116 links.Also suitable for use on e-bikes.,63.99,2432,,
3746,RAM Mounts,"RAM-201U-B - RAM Short Double Socket Arm for 1.5\"" Balls (Overall Length: 3.5\"")",,,2432,,
3747,Logitech,Logitech Logitech Stereo Headset H151 3.5mm Aux TRRS,,19.95,2432,,
3748,,Replica TAG Heuer Formula 1 Watch WAZ111A.BA0875,"Replica TAG Heuer Formula 1 ,TAG Heuer Look Alike Watches,Replica TAG Heuer Formula 1 Watch WAZ111A.BA0875Offical descriptionBrand:TAG HeuerSeries:TAG Heuer Formula 1Model:WAZ111A.BA0875Gender:MensCase size:41mmGlass:SapphireDial color:BlackDial markers:IndexStrap material:SteelCase material:SteelMo",189.00,2432,,
3749,,"Fujifilm XF-50mm f2.0 R WR, Black",,429.00,2432,,
3750,,"8GB HyperX Fury Blue DDR3, 1600MHz, CL10, 1.5V, 240-pin DIMM","8GB HyperX Fury Blue DDR3, 1600MHz, CL10, 1.5V, 240-pin DIMM",64.99,2432,,
3751,JABRA,JABRA EVOLVE 75+ STEREO MS HEADSET - ON-EAR,JABRA EVOLVE 75+ STEREO MS HEADSET - ON-EAR,204.12,2432,,
3752,,ASUS Scheda Madre PRIME B460M-A Intel,,"€ 123,00",2432,,
3753,Swiss Military Hanowa,Swiss Military Hanowa06-5161.2.04.003 Flagship watch,Steel Swiss Made Watch with Date,235.15,2432,,
3754,Fujifilm,Fujifilm XF 80mm f2.8 R LM WR Macro Lens,,1149.00,2432,,
3755,Jabra,BIZ 2400 II IP Duo NC,,,2432,,
3756,,Ram Mount Tough-Claw with 1 Rubber Ball - S,"Ram Mount Small Tough-Claw with 1 Rubber BallThe RAM® Tough-Claw™ is the perfect mounting base for quick and easy tool-less installation and removal on round and square bars and rails. The Tough-Claw™ can be clamped on rails from 16mm to 38mm outer diameter. Ideal for mounting tablets, action cameras, smartphones, rod holders for rod storage and much more in a wide variety of applications. Perfectly suited for mounting on the yoke of an aircraft, handlebars and seat posts of bicycles, kayak rails, roll bars and much more, the RAM® Tough-Claw™ will soon become another essential RAM® component in your collection of mounting options.Clamping Dimensions:16mm - 38mm diameterDetails:High strength glass filled nylon construction with corrosion resistant stainless steel hardwareRubber pads provide stable, even gripping and protection of mounting surfaceClamp jaw is configured for round, flat and odd shapesQuick engage and release of clawLifetime Warranty!Made in U.S.A. Marine Grade Stainless Steel Components & High Strength Composite1"" Rubber Ball ""B"" Size ",4.299E1,2432,,
3757,,"Brother originál ink LC-225XLY, yellow, 1200str., Brother MFC-J4420DW, MFC-J4620DW LC225XLY",,17.23,2432,,
3758,Western Digital,HDD Western Digital Surveillance Purple intern 3TB WD30PURX,"Hard diskWD30PURXWestern Digital Surveillance Purple intern 3TBconceput pentru sistemele de supraveghere video cu utilizare 24 de ore, 7 zile/saptamana.",426.079976,2432,,
3759,,Shimano Bremsscheibe SM-RT86 Ice-Tech6 Loch 180 mm,Shimano Bremsscheibe SM-RT86 Ice-Tech6 Loch,34.02,2432,,
3760,RAM,RAM X-Grip Large Phone Mount with Handlebar U-Bolt Base(RAM-B-149Z-UN10U),"RAM® X-Grip® Large Phone Mount with Handlebar U-Bolt BaseIdeal for handlebars, the RAM-B-149Z-UN10U consists of a zinc-coated U-bolt base, medium length double socket arm, and the popular spring-loaded RAM® X-Grip®large phone holder. In addition, hardware is included to accommodate rails from 1.75\"" to 4.5\"" in diameter. The RAM® X-Grip® features an 'X' design that expandsand contracts to provide a perfect fit for your device – even if it's in a case. Made of powder-coated, marine-grade aluminum, stainless steel components, andhigh-strength composite, this large version of the RAM® X-Grip® fits phones ranging from 1.87\"" to 3.25\"" in width and keeps your device completely functional andaccessible. RAM® ball and socket technology allows for near-infinite adjustability to achieve the ideal viewing angle – while also extending the life of your phoneby providing shock and vibration damping. For outdoor applications, the RAM® X-Grip® includes a device tether that is recommended for added security and peace of mind.Add Wireless Charging to your X-Grip device with the Lexin Wireless Qi X-Grip Charger. Designed specificallyfor the RAM X-Grip phone cradles, easily add wireless charging with a simple plug-and-play solution featuring a 10W output, foreign body detection, IP67 water resistance and more.View the Lexin Wireless Qi X-Grip Charger.",101.00,2432,,
3761,TP-Link,TP-Link EAP110 300Mbps Wireless N Ceiling Mount Access Point,TP-Link EAP110 300Mbps Wireless N Ceiling Mount Access Point – PC Case Gear – Australia’s Premier Online PC Store.,65,2432,,
3762,,"1TB, PCIe Gen3x4 Gaming SSD 3D NAND XPG GAMMIX S11 PRO",No product information available.,121.27,2432,,
3763,Blaze Outdoor Products,Blaze Grill Cart For 40-Inch 5-Burner Gas Grill,"This Blaze stainless steel grill cart is specifically designed to house the Blaze 40-Inch 5 burner gas grill. The two stainless steel side shelves keep your BBQ tools at hand and provide a convenient work area while you cook. The Blaze grill cart also features two front doors with rounded handles to access the cabinet below the grill where you can store your propane tank, grill cover and BBQ accessories",514.99,2432,,
3764,,Garmin Vivoactive 3 Music Smart Watch - Black & Stainless Steel | 010-01985-02,"Your watch, your musicWith storage for up to 500 songs, Vívoactive 3 Music puts the \""beat\"" in your daily mission to beat yesterday. Use our Garmin Express™ software to easily transfer music from your computer, and then queue up your favourite songs for easy listening through Bluetooth-enabled headphones. You can even download select music streaming service apps from our Connect IQ store and then sync your customised playlists to your watch for offline, ad-free listening. Now you really can leave your phone behind when you work out, because the music that helps keep you moving is right on your wrist.Pay your wayThe Vívoactive 3 Music smartwatch features Garmin Pay, which lets you pay for purchases with your watch. Use it just about anywhere you can tap your card to pay. So you can leave your wallet behind without missing out on that post-run caffè latte. Just tap and go.Make it yoursVívoactive 3 Music is compatible with Garmin's Connect IQ store, where you can download watch faces, widgets and apps that transform this smartwatch into your watch. Keep tabs on when your Uber is arriving, turn on your lights at home with the SmartThings app, and even use the AccuWeather MinuteCast app to find out when the rain will start.Play more sportsWith more than 15 preloaded sports apps, finding a fun way to stay active is easy. Hit the golf course, go for a bike ride, take a yoga class or even try your hand at stand-up paddle boarding. When you head outside, built-in GPS lets Vívoactive 3 Music track the details of your chosen activity — with no phone connection required. From snowboarding to swimming and at least a dozen other options in between, this watch is the perfect playmate.Fits you and all you doFeel free to take this watch outside in all kinds of weather. Not only is it safe for swimming and showering, its Garmin Chroma Display™ is easy to read — even in direct sunlight — and housed under extra-durable glass. Comfortable, convenient and easy to see — Vívoactive 3 Music just fits.Daily fitness and stress trackingWith help from Elevate™ wrist-based heart rate technology, Vívoactive 3 Music lets you monitor key aspects of your fitness and stress to show how your body responds under various circumstances. For example, it's able to estimate your VO2 max and fitness age, important indicators of your physical fitness that can often improve over time with regular exercise. It also tracks your heart rate variability (HRV), which is used to calculate and track your stress level. Vívoactive 3 Music can make you aware when physical or emotional sources cause your stress level to rise so you can find a way to relieve the pressure.Safety and tracking featuresVívoactive 3 Music provides safety and tracking features to help provide a little extra peace of mind for you and your loved ones. If anything should happen — and your watch is paired with your compatible smartphone — hold the light button down until you feel the watch vibrate 3 times. This activates the assistance feature, which discreetly sends a message with your real-time location to your preloaded emergency contacts. That way, help has an easier time finding you. This watch also has incident detection, which automatically sends a message with your real-time location to preloaded emergency contacts if an incident is detected during an outdoor walk, run or bike activity.",299.99,2432,,
3765,,"Maxxis High Roller II 27.5"" Tire - 3C MT EXO TR / 2.4""",An open and aggressive tread design gives the High Roller II excellent soil penetration and mud-clearing ability. A square profile provides a solid consistent feel across the knobs. Modified knobs on the shoulder and center improve braking performance and traction on hard surfaces. An excellent choice for technical terrain.,75.00,2432,,
3766,Intel,New Intel Core i9-10900F CPU 2.8GHz,,699.00,2432,,
3767,GoPro,GoPro GoPro | DUAL BATTERY CHARGER + BATTERY (H8/H7/H6 BLACK) GP-AJDBD-001,,69.99,2432,,
3768,,"Epson T2982 Patron Cyan 3,2ml (Eredeti)","Epres Claria Home Ink, XP235, 180 oldal",2884,2432,,
3769,,Elixir Nanoweb Phosphor Bronze Light 12-53,"Elixir Nanoweb Phoshor Bronze with NANOWEB® Coating deliver distinctive phosphor bronze warmth and sparkle together with extended tone life.Product Features:Only coated string brand to protect the entire string with an ultra-thin coating, keeping gunk out of the gaps between the windingsExtended Tone Life – players report their tone lasts longer than any other string, uncoated or coatedConsistent performance and tone – ready to play whenever you areSmooth feel that is easy on your fingers and enhances playabilityReduces finger squeak – good for both performance and recordingAnti-Rust Plated Plain Steel Strings resist tone-deadening corrosion, ensuring a longer life for entire setWith less hassle and expense of frequent string changes, spend more time making music",15.99,2432,,
3770,,Sony Alpha A9 II Digital Camera Body,"Created specifically to support working professionals in the fields of sports photography and photojournalism, the SonyAlpha 9 II delivers unmatched performance including blackout-free continuous shooting at up to 20 frames per second with Auto Focus and Auto Exposure tracking at 60 calculations per second, plus continuous shooting at up to...",4498.00,2432,,
3771,Canon,"Canon Extender EF III 1,4x",,448.00,2432,,
3772,COOLERMAST,Cooler Master MasterAccessory MP750 RGB Gaming Surface - XL,"The MP750 is a soft mouse pad with performance, winning, and durability in mind, with a fully integrate RGB beam, a smooth, water-repellent surface graded for gaming on the professional level, and other improvements that go a long way to total victory.Extra-Thick RGB BordersGo the extra mile with an extra thick RGB border around the edges, resulting in extra-bright, extra-consistent lighting all around the pad. Needless to say, this mouse pad is considered pretty... extra.Increase Your Water ResistanceStay water resistant so you don’t have to suffer from unexpected splash damage. Water-repellent coating on the fabric results in a soft mouse pad that will keep it together through even the sweatiest fights (or palms).Smooth, Battlefield Tested SurfaceCrafted from fabrics specially selected for its slick texture and smooth maneuverability, the result is a mouse pad that is completely engineered for speed, precision, and domination.No More Frayed Edges And Irritated WristsSubpar stitching around the edges can be the Achilles heel of even the most high-quality pads. The MP750 features more seamless, uniform stitching to minimize fraying and maximize longevity. The result is a more durable pad with less chance for irritation during those longest battles.Software CustomizationsNo Cooler Master product is complete without comprehensive, customizable RGBs. Our software allows you to adjust and fit the MP750’s lighting modes to your liking, for gear that completely shows off your personality.",49.032,2432,,
3773,,6TB - Seagate Enterprise Ironwolf Pro SATA - ST6000NE000,"[shortdesc]Seagate IronWolf Pro ST6000NE000 (REPLACES ST6000NE0023) 6TB 7200 RPM 256MB Cache SATA 6.0Gb/s 3.5\"" Internal Hard Drive Bare Drive.7200 RPM 256MB CacheSATA 6.0Gb/sEnterprise NAS Hard Drives[/shortdesc][additional]GENERALInterfaceSATA 6Gb/sBytes per Sector512Buffer Size256MBWeight23.98 ozManufacturerSeagate TechnologyMISCELLANEOUSMTBF1200000 secINTERFACE PROVIDEDQty1Storage InterfaceSerial ATA-600EXPANSION & CONNECTIVITYInterfaces1 x SATA 6 Gb/sHARD DRIVEForm Factor3.5\""Spindle Speed7200 rpmFeatures24x7 availability, AgileArray, Hot-Plug Support, rotation vibration sensorHard Drive Typeinternal hard driveForm Factor (Short)3.5\""Form Factor (metric)8.9 cmForm Factor (Short) (metric)8.9 cmStorage InterfaceSerial ATA-600InterfaceSerial ATA-600Average Latency4.16 msData Transfer Rate600 MBpsInternal Data Rate214 MBpsBuffer Size256MBBytes per Sector512 HzNon-Recoverable Errors1 per 10^15PERFORMANCEInternal Data Rate214 MBpsDrive Transfer Rate600 MBps (external)Average Latency4.16 msSpindle Speed7200 rpmENVIRONMENTAL PARAMETERSMin Storage Temperature-40 °FMax Storage Temperature158 °FMin Operating Temperature41 °FMax Operating Temperature140 °FHEADERBrandSeagateProduct LineSeagate IronWolf ProModelST4000NE0025Packaged Quantity1CompatibilityPCBundled withSeagate Rescue Data RecoveryPOWER CONSUMPTIONModeactive, idle, sleep, standbyValue0.8 Watt, 6 Watt, 6.7 WattDIMENSIONS & WEIGHTWidth4 inDepth5.8 inHeight1 inWeight23.98 ozSERVICE & SUPPORTType5 years warrantySERVICE & SUPPORT DETAILSService Includeddata recoveryFull Contract Period2 years, 5 yearsTypeinsurance, limited warrantySHOCK & VIBRATION TOLERANCEShock Acceleration (Operating)70 gShock Duration (Operating)2 msShock Acceleration (Non-operating)300 gShock Duration (Non-operating)2 msVibration Acceleration (Non-operating)5 gVibration Frequency Range (Non-operating)10-500 HzRELIABILITYNon-Recoverable Errors1 per 10^15MTBF1,200,000 hoursGENERALManufacturerSeagate Technology[/additional]Tough, ready and scalable, Seagate IronWolf Pro drives (up to 10TB) come with AgileArray technology focusing on drive balance, RAID optimization with error recovery control, and power management on NAS enclosures.You also have Rescue Data Recovery service for that extra peace of mind your digital assets can appreciate. Optimized for 1-to-16-bay NAS enclosures for creative pro and small- to medium-sized enterprise enclosures, IronWolf Pro drives are enhanced with AgileArray technology and Rotational Vibration (RV) sensors.",191.33,2432,,
3774,,Gigabyte RTX 3090 EAGLE OC 24GB,This Product is on Pre-Order currently.Disptach will start once stock arrives.,150999,2432,,
3775,,Cisco Catalyst WS-C2960L-24TS-LL Ethernet Switch,"Cisco Catalyst® 2960-L Series Switches are fixed-configuration, Gigabit Ethernet switches that provide entry-level enterprise-class Layer 2 access for branch offices, conventional workspaces, and out-of-wiring closet applications. Designed for operational simplicity to lower total cost of ownership, they enable secure, and energy-efficient business operations with a range of Cisco IOS® Software features.Features 24 networking ports to meet the requirements of the most demanding workgroupsCascade to other network devices through the uplink port to expand your local area networkGigabit Ethernet port for ultra-fast network speedsUseful for the multi-tenant unit and multi-business unit with Layer 4 traffic classifiers and bandwidth limitManagement capability provides control over setup and configuration of your networkBuilt-in power supply to ensure all components are being supplied with accurate voltage",1436.45,2432,,
3776,,Tissot Men's Le Locle Black Stainless Steel Bracelet Watch,"This powerfully classic design features block monochrome colour scheming and classic Roman numerals all around the dial, bringing back a clear reference to past traditions of watch designs. The hands have a needle-like accent for exact timekeeping and a date aperture added at the 3 o'clock mark for added efficiency. Made with decades of Swiss precision in watchmaking.",495,2432,,
3777,Corsair,Carbide 175R RGB Windowed Mid-Tower Case Tempered Glass,Corsair Carbide 175R RGB Windowed Mid-Tower Case Tempered Glass CC-9011171-WW,69.90,2432,,
3778,,Swiss Military Hanowa FLAGSHIP 06-5161.2.04.007 Herrenuhr,,"378,00 лв",2432,,
3779,,Karta VGA Gigabyte GeForce GTX 1660 Super GAMING OC 6G 6GB GDDR6 192bit HDMI+3xDP PCIe3.0,,1285.61,2432,,
3780,Nikon,Nikon NIKKOR AF-S 300mm f/4E PF ED VR,,1999.99,2432,,
3781,Sigma,Sigma 35mm F1.4 DG Art HSM EOS Mount Lens,Sigma 35mm F1.4 DG Art HSM EOS Mount Lens,1059,2432,,
3782,,Switch D-Link - Web smart - switch - 24 porte - gestito dgs-1210-24,24-PORT 10/100/1000MBPS GIGABIT SMART SWITCH WITH 4 COMBO1000BASET/SFP,2.9698E2,2432,,
3783,,SanDisk Extreme SDHC Memory Card SDSDXNE-016G-GNCIN - 16GB,SanDisk SDSDXNE-016G-GNCIN Extreme SDHC Memory Card - UHS-I U3 - 4K Ultra HD - Class 10 - 16GBTechnical data:- 16GB Storage Capacity- SDHC Format Memory card- Compatible with SDHC / SDXC devices- Up to 90MB/s Read Speed- Up to 40MB/s Write Speed- Speed performance rating: Class 10Package: Euroblister,9.40,2432,,
3784,Life Extension,Life Extension Super Ubiquinol CoQ10 w/ Enhanced Mitochondrial Support 50mg 30 Softgels,"Life Extension Ubiquinol CoQ10 w/ Mitochondrial Support Life Extension's CoQ10 w/ Enhanced Mitochondrial Support is created with ubiquinol. Ubiquinol is a highly bioavailable form of coenzyme Q10, and is augmented...",15.00,2432,,
3785,,TAG Heuer Carrera WAR211A.BA0782,Movement: Automatic - Case Size: 39 mm - Case Material: Steel - Bracelet Material: Steel - Color: Black - Condition: Unworn - Year: 2015,1267.00,2432,,
3786,,Epson B-500DN Extra High Yield - Black,Epson B-500DN Extra High Yield - Black,67.11,2432,,
3787,,Tusz Brother .LC123Y LC-123Y Yellow 600stron,Kompatybilne drukarki:Brother DCP J 132WBrother DCP J 152 / WBrother DCP J 4110DWBrother DCP J 552 / WBrother MFC J 132Brother MFC J 4410DWBrother MFC J 4510DWBrother MFC J 470 / WBrother MFC J 6520Brother MFC J 6920 / DW,63.9,2432,,
3788,,"Ram Mounts RAM Long Length Double Socket Arm for B Size 1\"" Balls","The RAM-B-201U-C, Long length double socket arm, has a socket at both ends that accommodates B Size 1\"" balls. A single spring inside the arm, keeps the socket open, allowing you to insert the ball into the socket connection. RAM's socket technology allows for almost infinite adjustment to achieve the perfect viewing angle.Dimensions:Overall Length: 6\""Socket-To-Socket Length: 5.25\""",2.049E1,2432,,
3789,,Toner Reman Samsung MLT-D203L Nero,,23.54,2432,,
3790,Shimano,105 R7000 11-Speed Rear Derailleur GS,"##Shimano 105 R7000 11-Speed Rear Derailleur GSThe 105 R7000 11-Speed Rear Derailleur has been designed to offer exceptional performance both on the road and along gravel routes. Utilising Shimano's tried and tested Shadow technology, the derailleur remains silent across the roughest of routes, offering slick, reliable shifting in varied conditions. Being the GS variant, the R7000 is compatible with a wide gear range, allowing even 11-34T cassettes to be run; perfect for spinning up steep alpine ascents with optimum efficiency.",45,2432,,
3791,Epson,Genuine Epson C13T74414010 Black Ink Cartridge (T7441BKOEM),,123.99,2432,,
3792,REMO,Remo Clear Pinstripe 10 Inch Drum Head Skin PS-0310,,32.20,2432,,
3793,,Jabra Evolve 75 Headset With Charging Stand - UC Stereo - Bluetooth - Wireless,Jabra Evolve 75 Headset With Charging Stand - UC Stereo - Bluetooth - Wireless,3.5609E2,2432,,
3794,PARK TOOL,"PARK TOOL Park Tl, CC-2, Chain wear indicatr, Shws percentage f wear",,43.99,2432,,
3795,MSI,MSI Radeon RX 580 Armor OC 8GB,MSI Radeon RX 580 Armor OC 8GB available to buy online from PC Case Gear – Australia’s Premier Online PC Store.,299,2432,,
3796,,"LOGITECH HEADSET,USB HEADSET MONO H570E","Logitech H570e Headset has Digital Signal Processing, Noise Cancelling Mic, Wide band audio, Logitech Sound, Compatible with UC Platforms",1065.44,2432,,
3797,,WS-C3850-48F-L - 48 Port Switch,Cisco Catalyst 48 Ethernet PoE+ Port 1100WAC Power LAN Base Switch4x 10GE,2983.50,2432,,
3798,,Canon PFI-706GY / 6690B001AA Gray Ink Cartridge,"SKU: 6690B001AAAvailability: In StockType: CompatibleColor: GrayPrinter Brand: CanonDetailsTry this compatible Canon 6690B001AA (PFI-706GY) ink cartridge.It contains 700ml of ink and comes with our 100% satisfaction guarantee.This compatible PFI-706 ink cartridges contains a brand new chip which allows you to track your printer ink levels.Compatible PrintersimagePROGRAF iPF8300, imagePROGRAF iPF8300S, imagePROGRAF iPF8400, imagePROGRAF iPF8400S, imagePROGRAF iPF8400SE, imagePROGRAF iPF9400, imagePROGRAF iPF9400S",1.0595E2,2432,,
3799,,Kingston 256GB Data Traveler 100 Generation 3 USB 3.0(Fekete) (DT100G3/256GB),,11960,2432,,
3800,Canon,Genuine Canon PGI-29 Light Grey Ink Cartridge (PGI29LGOEM),,27.99,2432,,
